Title,Company,Company_Rating,Company_Reviews,Location,Salary_Range,Experience,Post_Day,Tags,Description
"Specialist Data Scientist, Actimize",Atlasrtx,No rating,No reviews,['Pune'],Not disclosed,8-12 Yrs,30+ Days Ago,"['Computer science', 'SQL queries', 'Web services', 'data science', 'People management skills', 'MySQL', 'Cloud', 'Management']",Current experience as a hands-on Data Scientist . . Proficient with writing SQL queries...
Data Scientist ( ML & DL ),Youngminds Technology Solutions Pvt Ltd.,3.6,67,['Tirupati'],Not disclosed,2-3 Yrs,30+ Days Ago,"['Ticketing', 'Coding', 'XML', 'Internet marketing', 'Customer service', 'Troubleshooting', 'microsoft', 'Photoshop']",. Tools Proficiency: Utilize popular machine learning and deep learning libraries and ....
Data Scientist,Crosscope,No rating,No reviews,['Mumbai'],Not disclosed,6-11 Yrs,30+ Days Ago,"['Linux', 'GCP', 'Machine learning', 'Conceptualization', 'HTML', 'Monitoring', 'Analytics', 'Python']",Requirements . . Must be proficient in Python programming . . . . 4 6 years of experien...
Data Scientist,Ancla Consultancy Services India,3.5,4,['Hyderabad'],Not disclosed,6-12 Yrs,30+ Days Ago,"['Location: Hyderabad', 'Data Scientist', 'Experience: 6-12 yrs']",Locate and define new process improvement opportunities . Job Requirement: - Proven wor...
Data Scientist,Shadowfax Technologies Pvt. Ltd.,3.6,1132,['Gurugram'],Not disclosed,1-3 Yrs,30+ Days Ago,"['skills', 'algorithms', 'data-mining', 'c', 'analytical', 'and', 'MATLAB', 'Solid']",What you should know . Strong hold on statistics and machine learning techniques Solid ...
Data Scientist,Btree Systems (opc),4.9,11,['Chennai'],Not disclosed,5-10 Yrs,30+ Days Ago,"['Training', 'IT training', 'SIDE', 'Data']","Undertaking data collection, preprocessing and analysis   Building models to address ..."
Data Scientist,Aera Software Technology,4.2,40,['Pune'],Not disclosed,3-6 Yrs,30+ Days Ago,"['SAN', 'Data analysis', 'data science', 'Machine learning', 'Manager Technology', 'Medical insurance', 'Distribution system', 'Monitoring']","masters Degree in Computer Science, Mathematics, Statistics or a related quantitative f..."
Data Scientist / Visualizer,Axis My India,4.1,252,['Mumbai'],Not disclosed,4-5 Yrs,30+ Days Ago,"['tableau', 'data science', 'Data analytics', 'data visualization', 'Research', 'Business intelligence', 'Advertising', 'Forecasting']",Perform data analytics / visualization and share the same with the research. Desired Ca...
Data Scientist,Reubro,5.0,6,"['Kochi', 'Kochi']",Not disclosed,3-8 Yrs,30+ Days Ago,"['sap', 'data management', 'data mining', 'operations research', 'business solutions', 'api', 'machine learning', 'tools']",Job Profile :   We are looking for data scientists with proven record of applying da...
Data Scientist,Lentra Ai,3.0,155,['Pune'],Not disclosed,3-8 Yrs,30+ Days Ago,"['Computer science', 'Statistical analysis', 'Analytical', 'Artificial Intelligence', 'Machine learning', 'Credit risk analysis', 'Predictive modeling', 'Mathematics']","Bachelor s degree in statistics, applied mathematics, computer science or a related dis..."
Data Scientist,ContractPod,4.0,3,['Mumbai'],Not disclosed,4-7 Yrs,30+ Days Ago,"['Product management', 'Cloud computing', 'Software design', 'Prototype', 'Simulation', 'Contract management', 'Analytical', 'Machine learning']",At least 4+ Years of experience as a data scientist. Strong problem solving skills with...
Data Scientist,Mindstix Software Labs,3.5,66,['Pune'],Not disclosed,5-10 Yrs,30+ Days Ago,"['Microstrategy', 'Computer science', 'SAN', 'Google Analytics', 'data science', 'Linux', 'Machine learning', 'Agile']",Qualifications and Skills . Bachelors or Masters Degree in Computer Science / Informati...
AI Data Scientist,Nio Digital Limited,1.0,2,['Coimbatore'],Not disclosed,3-8 Yrs,30+ Days Ago,"['ERP', 'Statistical modeling', 'data science', 'Analytical', 'Machine learning', 'Customer relationship', 'big data', 'Team building']","While expertise in Google Cloud is preferred, experience with AWS or Azure is also valu..."
Data Scientist,Reubro,5.0,6,['Kochi'],Not disclosed,3-8 Yrs,30+ Days Ago,"['sap', 'data management', 'data mining', 'operations research', 'business solutions', 'api', 'machine learning', 'tools']",Job Profile : We are looking for data scientists with proven record of applying data sc...
Data Scientist,Optimum Solutions,3.4,469,['Mumbai'],Not disclosed,4-8 Yrs,30+ Days Ago,"['Text mining', 'deep learning', 'Neural networks', 'spark', 'Machine learning', 'Forecasting', 'AWS', 'SQL']",Should have at- least 1 end- to- end ML project experience. Good SQL expertise Real- li...
Data Scientist,Veniso Solutions,4.5,4,['Hyderabad'],Not disclosed,2-7 Yrs,30+ Days Ago,"['Operations research', 'tableau', 'data science', 'Analytical', 'Machine learning', 'Hadoop', 'SCALA', 'Data Analyst']",Collaborate with engineering and product development teams . Graduate in the fields of ...
Data Scientist,Cubois Technologies,No rating,No reviews,['Pune'],Not disclosed,3-8 Yrs,30+ Days Ago,"['Backend', 'Front end', 'html5', 'MySQL', 'Javascript', 'Routing', 'Management', 'IOS']",Locate and define new process improvement opportunities . Job Requirement: - Proven wor...
Data Scientist,Visitantai,No rating,No reviews,['Gurugram'],Not disclosed,3-7 Yrs,17 Days Ago,"['algorithms', 'capa', 'python', 'data analysis', 'data analytics', 'data validation', 'data integrity', 'gmp']",visitantai is looking for Data Scientist to join our dynamic team and embark on a rewar...
Data Scientist,Redaptive,2.8,8,['Pune'],Not disclosed,3-7 Yrs,17 Days Ago,"['HVAC', 'Automation', 'Data analysis', 'GCP', 'Control system', 'Machine learning', 'Data collection', 'SQL']","Proficiency writing readable, testable, and maintainable Python code and working within..."
Data Scientist,Saarthee,3.4,18,['Gurugram'],Not disclosed,1-6 Yrs,30+ Days Ago,"['Health insurance', 'Operations research', 'Analytical', 'Machine learning', 'Data analytics', 'Data mining', 'Business intelligence', 'Recruitment']","We are looking for team members who can use data to tell a story, generate insights t..."
Data Scientist,Upsteer,No rating,No reviews,['Hyderabad'],Not disclosed,2-6 Yrs,30+ Days Ago,['Data Scientist'],"Undertaking data collection, preprocessing and analysis   Building models to address ..."
Data Scientist,Reubro,5.0,6,['Kochi'],Not disclosed,3-8 Yrs,30+ Days Ago,"['sap', 'data management', 'data mining', 'solutions', 'operations research', 'api', 'machine learning', 'sql']","Candidates will be required to interact with clients to understand their problems, gath..."
Data Scientist,iSpatial Techno Solutions Pvt Ltd.,4.2,27,['Hyderabad'],Not disclosed,4-10 Yrs,30+ Days Ago,"['C++', 'MS SQL', 'Data modeling', 'MySQL', 'OLAP', 'Oracle', 'Business intelligence', 'Middleware']",Graduate degree in Data Science or another quantitative field is preferredPractical exp...
Data Scientist,Siemens Energy,4.2,543,['Gurugram'],Not disclosed,2-7 Yrs,18 Days Ago,"['Computer science', 'QA', 'Data analysis', 'Version control', 'Machine learning', 'Siemens', 'Manager Technology', 'HTML']",Strong experience in the fields of natural language processing and machine learning Pro...
Data Scientist,Gauge Data Solutions,3.4,11,['Noida'],Not disclosed,2-7 Yrs,30+ Days Ago,['Data Scientist'],"Secondary role . Men toring junior staff.  Machine learning, Operations research, Agent..."
DATA SCIENTIST,VentureWise Pvt Ltd.,4.1,2,['Hyderabad'],Not disclosed,2-5 Yrs,30+ Days Ago,['Data Scientist'],DATA SCIENTIST
Data Scientist,Imurgence,No rating,No reviews,"['Kolkata', 'Mumbai', 'Jamshedpur']",Not disclosed,2-4 Yrs,30+ Days Ago,"['Mining', 'Supply chain', 'Computer science', 'Data analysis', 'Operations research', 'Coding', 'Artificial Intelligence', 'Machine learning']",Relevant Experience : minimum 2-4 years of experience Programming and process troublesh...
Azure SQL DBA - Data Scientist,Tricon Energy,3.2,20,['Mumbai'],Not disclosed,6-11 Yrs,30+ Days Ago,"['Automation', 'Linux', 'Networking', 'SSRS', 'PLSQL', 'Apache', 'SSIS', 'microsoft']","to extract maximum business value from data. . . . . . Work closely with business, appl..."
Data Scientist ( RDBM ),Morepen Laboratories,3.9,339,['Gurugram'],Not disclosed,4-9 Yrs,30+ Days Ago,"['RDBMS', 'Reporting services', 'SSRS', 'power bi', 'Integration services', 'SSIS', 'microsoft', 'Analytics']","Dashboard making, creating reports, database analysing, and organization of the BI tool..."
Data Scientist,Aureus Analytics,4.0,7,['Mumbai'],Not disclosed,5-10 Yrs,30+ Days Ago,"['Logistic regression', 'data science', 'Neural networks', 'Machine learning', 'Actuarial', 'Mathematics', 'Customer experience', 'Forecasting']",Bachelor s degree in Engineering / Statistics / Economics / MathematicsExperience of wo...
AI Data Scientist,Recruitment Smart Technologies India Private Limited,1.9,6,['Ahmedabad'],Not disclosed,4-10 Yrs,30+ Days Ago,"['CVS', 'Operations research', 'Coding', 'Neural networks', 'Management consulting', 'Machine learning', 'Natural language processing', 'Logistics']","- Masters or Bachelors degree in Data Science, Computer Engineering, Math, Statistics, ..."
Data Scientist,Revol Process Solutions,No rating,No reviews,['Chennai'],Not disclosed,5-10 Yrs,30+ Days Ago,"['Biometrics', 'Text mining', 'Computer vision', 'NoSQL', 'Machine learning', 'SCALA', 'MongoDB', 'Natural language processing']",Publications in relevant fields in top-tier conferences and journals. . Good to have ex...
Data Scientist,Innoplexus,4.0,194,['Pune'],Not disclosed,4-8 Yrs,30+ Days Ago,"['Computer science', 'Text mining', 'Computer vision', 'Image processing', 'Artificial Intelligence', 'Machine learning', 'Life sciences', 'Bioinformatics']","Key Responsibilities      Develop solutions for realworld noisy data, large-scale..."
Data Scientist,Gauge Data Solutions,3.4,11,['Noida'],Not disclosed,2-5 Yrs,30+ Days Ago,"['Telecom', 'C++', 'Operations research', 'SAS', 'Artificial Intelligence', 'Machine learning', 'Healthcare', 'SPSS']",Preferred Skills .  . A strong experience with at least one of the followingExperience ...
Data Scientist,Sybrant Data,No rating,No reviews,['Chennai'],Not disclosed,2-4 Yrs,30+ Days Ago,"['Computer science', 'R Programming', 'Machine learning', 'Hadoop', 'Perl', 'Data mining', 'Statistics', 'Python']",Qualification : B.Sc / M.Sc (Maths / Statistics) B.Tech /B.E. Computer Science      2 ...
Data Scientist,Amnex,3.4,163,['Ahmedabad'],Not disclosed,3-7 Yrs,30+ Days Ago,"['GIS', 'Data analysis', 'RDBMS', 'Coding', 'Project management', 'Machine learning', 'Data structures', 'MATLAB']","Knowledge of R and Matlab, Java and GIS-Remote Sensing can be added advantage . . Nice ..."
Data Scientist,Crimson,2.4,9,['Mumbai'],Not disclosed,2-7 Yrs,30+ Days Ago,"['Text mining', 'C++', 'Data analysis', 'Prototype', 'Neural networks', 'Cloud Services', 'Artificial Intelligence', 'Machine learning']","Design, develop and implement advanced data-driven approaches including NLP, machine..."
Data Scientist,Ecolibrium Energy,4.7,23,['Pune'],Not disclosed,4-5 Yrs,30+ Days Ago,"['Unix', 'IT services', 'Performance tuning', 'Linux', 'Neural networks', 'Machine learning', 'Forecasting', 'Preventive maintenance']",. 3+ year of work experience with Statistical Analyses and Machine learning techniques ...
Data Scientist,Corestrat Labs,2.0,5,['Lucknow'],Not disclosed,3-8 Yrs,30+ Days Ago,"['Computer science', 'SAS', 'GCP', 'Analytical', 'Machine learning', 'Flex', 'Risk management', 'Statistics']","WHAT SKILLS YOU LL NEED . Bachelors / MS in Statistics, Economics or Computer Science ...."
Data Scientist Jobs,Right Step Consulting,No rating,No reviews,['Noida'],Not disclosed,1-5 Yrs,30+ Days Ago,"['Visualization', 'Analytical', 'Calculus', 'Business intelligence', 'Forecasting', 'SQL', 'Python', 'AnalyticsSoftware services']",Collaborate with other analytical teams to leverage tools and techniques developed acro...
Data Scientist,R3coder,No rating,No reviews,['Ahmedabad'],Not disclosed,1-6 Yrs,30+ Days Ago,"['github', 'Web technologies', 'Architecture', 'Artificial Intelligence', 'Machine learning', 'PHP', 'Customer experience', 'Internship']","We re scrappy, hard- working perfectionists looking for people who can add immediate va..."
DATA SCIENTIST,Tech27,4.0,3,['Kozhikode'],Not disclosed,3-8 Yrs,30+ Days Ago,"['C++', 'SQL database', 'Analytical', 'Machine learning', 'Javascript', 'Calculus', 'Windows', 'Analytics']","THE REQUIRED SKILLS ARE : Post graduate degree in Statistics, Math or any other with st..."
Data Scientist,Optimum Solutions,3.4,469,['Chennai'],Not disclosed,5-10 Yrs,30+ Days Ago,"['hive', 'spark', 'SCALA', 'Hadoop', 'Application development', 'Data analytics', 'Teradata', 'SQL']","Need candidates who have experience in application development, data analyticsCandidate..."
Data Scientist,Fluentgrid,4.0,206,"['Kochi', 'Hyderabad']",Not disclosed,5-9 Yrs,30+ Days Ago,"['Analyst', 'Statistical modeling', 'Machine learning', 'Database', 'power bi', 'ICT', 'Data mining', 'Data warehousing']",Overall 7 Yrs Experience in AI/ML   Experience on SQL Server database   Strong I...
Data Scientist,Venpa,No rating,No reviews,['Chennai'],Not disclosed,6-11 Yrs,27 Days Ago,"['GenAI', 'Natural Language Processing', 'Big Data', 'Machine Learning', 'Python', 'Data Science', 'Artificial Intelligence', 'Intelligence']","Bachelors or masters degree in data science, Statistics, Computer Science, or related f..."
Data Scientist,"Fortune India 500 MNC, Banking Firm",No rating,No reviews,['Hyderabad'],12-19 Lacs PA,6-10 Yrs,21 Days Ago,"['Anaconda', 'Jupyter Notebook', 'Python', 'Kubernetes', 'anaconda enterprise edition', 'Enterprise', 'Data', 'Notebook']",Looking for an immediate joiner who can join within 15-20 days.Having 6+ years of exper...
Data Scientist,Talentika Pvt Ltd,No rating,No reviews,['Pune'],Not disclosed,2-5 Yrs,21 Days Ago,"['Pytorch', 'Tensorflow', 'python', 'GCP', 'Machine Learning', 'Data', 'Machine']","Experience with GCP services, particularly BigQuery, Dataflow, Vertex AI, and Cloud Sto..."
Data Scientist,A leading NBFC Client,No rating,No reviews,['Mumbai'],Not disclosed,7-12 Yrs,21 Days Ago,"['Data Science', 'python', 'machine learning', 'sql', 'Data', 'Science', 'Machine']",Role & responsibilities - . Must have - Experience in Financial / Banking / NBFC / Insu...
Data Scientist,Naukri Premium - Employer Services,No rating,No reviews,['Hyderabad'],Not disclosed,3-7 Yrs,29 Days Ago,"['Python', 'Data Scientist', 'Artificial Intelligence', 'Natural Language Processing', 'AI', 'Machine Learning', 'Deep Learning', 'ML']",Location:- Hyderabad Mode of Work :- Work from Office (WFO)Job Description:- Youll be ...
Data Scientist (GenAI),futurism technologies,No rating,No reviews,['Pune'],Not disclosed,5-10 Yrs,16 Days Ago,"['Artificial Intelligence', 'gen AI', 'Machine Learning', 'Deep Learning', 'Python', 'Data Scientist', 'Intelligence', 'Machine']","Shift Time: 2PM to 11PM Must Have: generative AI, Deep learning, ML, Python 4 to 6 year..."
AVP - Data Scientist- Machine learning / NLP/Deep learning,one of our esteemed client into operations management and an,No rating,No reviews,"['Gurugram', 'Delhi / NCR']",20-30 Lacs PA,12-18 Yrs,17 Days Ago,"['Deep learning', 'Data Science', 'NLP', 'Data Scientist', 'Machine learning', 'Data Analysis', 'Data Analytics', 'data analyst']","Candidates from IIT, XLRI, BITS, IBS, IIM Graduates preferredAdditional knowledge invol..."
DATA SCIENTIST - DL/ML,Diverse Lynx,No rating,No reviews,['Hyderabad'],Not disclosed,1-5 Yrs,30+ Days Ago,['DATA SCIENTIST - DL/ML'],"Undertaking data collection, preprocessing and analysis   Building models to address ..."
